query_id,split,query,decision,reason,reviewer,title,summary,target_description,regions,categories,application_period,organization,program_id
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,[울산] 울주군 2026년 사회적경제 온라인 판로지원사업 참여기업 모집 안내 공고,"창업일자리연구원에서는 울주군 사회적경제기업의 브랜드 및 제품 인지도를 높이고, 온라인 판로 인프라를 구축하여 안정적인 판매증진에 기여하기 위하여「2026년 울주군 사회적경제 온라인 판로지원사업」의 참가업체를 모집합니다. ☞ 울주군 소재의 사회적기업 ☞ 디자인, 콘텐츠 제작, 언론ㆍ홍보 지원 ※ 자세한 지원내용 공고문 참조",사회적기업,울산,내수,선착순 접수,창업일자리연구원,BIZINFO:PBLN_000000000119038
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,2026년 조선일보 연계 중소기업 홍보ㆍ판매 지원 상생협력 프로그램 참여기업 모집 공고,"한국중소벤처기업유통원과 국내 최대 언론사인 조선일보가 제품홍보가 필요한 중소기업을 위해 협업합니다. 많은 신청 바랍니다. ☞ 중소기업, 소상공인(B2C 판매 가능한 유형의 제품을 판매하는 기업에 한함) ☞ 제품 홍보 온라인 보도 및 조선몰 입점 지원",중소기업,전국,내수,상시 접수,한국중소벤처기업유통원,BIZINFO:PBLN_000000000121799
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,[부산] 2026년 디지털커머스 전문기관 구축ㆍ운영라이브커머스 운영 지원 모집 공고,"한국중소벤처기업유통원, 부산광역시 및 (재)부산경제진흥원에서는 소상공인 우수제품 홍보와 온라인 판로확대 및 매출 증대를 위한 「2026년 라이브커머스 운영 지원」을 진행합니다. 이에 참가를 희망하는 소상공인을 아래와 같이 모집합니다. ☞ 라이브커머스 등 온라인 플랫폼을 통해 판매 가능한 소비재를 제조ㆍ판매하고 네이버 및 기타 플랫폼 방송 가능 등급 이상인 소상공인 ※ 품목 : 식품, 패션, 뷰티, 생활용품, 우수 아이디어 제품 등 ☞ 사전컨설팅(라이브커머스 운영, 상품분석 등), 쇼호스트 섭외, 라이브커머스 촬영ㆍ송출 및 관련 제반업무 등(업체 당 최대 120만원 이내) 지원",소상공인,부산,내수,2026-04-22 ~ 2026-12-18,부산경제진흥원,BIZINFO:PBLN_000000000121288
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,2026년 TV홈쇼핑 및 데이터홈쇼핑 입점지원사업 소상공인 모집 공고,"소상공인의 온라인시장 진출 및 판로개척 지원을 위한「2026년 TV홈쇼핑 및 데이터홈쇼핑 입점지원사업」을 다음과 같이 공고하오니, 소상공인의 많은 참여를 바랍니다. ☞ 「소상공인기본법」 제2조에 따른 소상공인 ☞ 방송지원 및 홈쇼핑 입점상담회 지원 - 방송지원 : TV홈쇼핑 또는 데이터홈쇼핑 방송 제작 및 송출 지원 - 입점상담회 : 홈쇼핑 입점을 위한 컨설팅(상품성, QA, 입점절차 등) 진행 및 방송으로 연계지원 가능한 우수 소상공인 상품 발굴 지원 ※ 자세한 지원내용 공고문 참조",소상공인,전국,내수,상시 접수,한국중소벤처기업유통원,BIZINFO:PBLN_000000000121480
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,[경북] 2026년 상인ㆍ소상공인 AI코칭 지원사업 참여자 모집 연장공고,"경상북도와 진흥원은 소상공인의 AI 기반 경영혁신을 지원하기 위해 한수원 관련지역 (경주시, 안동시, 울진군, 예천군, 청송군)에 소재하고 있는 소상공인을 대상으로 AI 보급 및 현장코칭을 지원하는「2026년 상인 · 소상공인 AI코칭 지원사업」참여자를 모집하오니, 많은 참여 부탁드립니다. ☞ 도내 아래 지역에 소재하고 있는 소상공인 - 대상 지역 : 경주시, 안동시, 울진군, 예천군, 청송군 ☞ 업체별 사용료 지원교육 및 코칭 지원 - (AI교육) 플랫폼 사용방법도구별 사용방법 교육 - (AI현장코칭) 전문가가 개별 업장을 방문하여 맞춤형 코칭 진행 - (AI 에이전트 사용료 지원) 직접활용, API비용 지원 ※ 자세한 지원내용 공고문 참조",소상공인,경북,인력,모집 완료시,경상북도경제진흥원,BIZINFO:PBLN_000000000125962
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,[경북] 2026년 제조업AI융합기반조성사업 경북AX랩 활용기업 모집 공고,"포항테크노파크에서는 과학기술정보통신부와 정보통신산업진흥원의 지원으로 운영 중인 경북AX랩의 활용기업을 모집하오니 많은 관심과 참여를 바랍니다. ☞ 공고일 기준 1인 (예비)창업기업 또는 7년 이내 창업자, 창의성을 갖춘 창업ㆍ벤처기업 또는 창업 예정인 자로서 제조 분야의 AX(AI Transformation) 관련 서비스를 개발하려는 자 ☞ AI 인프라 지원, 업무공간 지원, 교육ㆍ세미나, 창업 컨설팅, 홍보 콘텐츠 제작",창업벤처,경북,기술,2026-06-04 ~ 2026-12-31,포항테크노파크,BIZINFO:PBLN_000000000122863
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,2026년 판판셀러 지원사업 온라인쇼핑몰 통합관리시스템 모집 공고,"판판셀러는 국내 민간 온라인쇼핑몰과 시스템을 연동하여 상품, 주문, 문의, 통계 등을 일괄 처리하도록 지원하는 온라인 쇼핑몰 통합관리 시스템입니다. ☞ 중기업, 소기업, 소상공인 ① 중소기업이 제조ㆍ위탁하여 '생산'한 중소기업 소비재 완제품 ② 국내 제조기업에서 '공급'받아 판매하는 중소기업(도소매 유통기업) ☞ 온라인 판로, 운영 비용 절감, 업무 통합 지원",중소기업,전국,내수,2026-04-07 ~ 2026-12-27,한국중소벤처기업유통원,BIZINFO:PBLN_000000000120474
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,[서울] 2026년 싱가포르 ATF(Asia TV Forum & Market) 서울관 참가기업 모집 공고,"서울경제진흥원(SBA)은 서울 콘텐츠기업의 해외시장 진출 활성화 및 글로벌 네트워크 발굴 지원을 위해 ‘2026 싱가포르 ATF’ 참가를 아래와 같이 지원하오니, 서울 소재 콘텐츠 기업의 많은 관심과 참여 부탁드립니다. ☞ 서울시 소재 콘텐츠 관련 중소기업 ☞ 기업 대상 전시 상담부스 및 부스 비품 지원(전시대, 상담테이블 및 의자, 캐비닛 등) - 행사장 출입 배지 지급(업체당 2개 이내 지원 예정) - IP소개 영상 송출 (서울관 내 기업에서 제출한 IP 홍보영상 재생 예정/ 영상은 기업당 1분 내외(예정)이며 사양ㆍ화질 등 세부사항은 선정기업에 추후 공유 예정) - 개별 부스에 올라갈 홍보물 및 서울관 공동 브로슈어(온라인 디렉토리북) 제작",중소기업,서울,수출,2026-09-03 ~ 2026-09-21,서울경제진흥원,BIZINFO:PBLN_000000000126161
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,2026년 서울용산시제품제작소 AIㆍ스마트전자제품 금형지원 기업 모집 공고,"한국전자정보통신산업진흥회에서 창업기업 및 중소기업의 우수한 AIㆍ스마트전자제품의 금형 제작을 지원하여 제품의 완성도 향상과 신속한 상품화를 지원하는 사업입니다. ☞ 전자기기 기반 제품을 개발, 제조하는 창업기업 및 중소기업 ☞ 금형 설계(2D, 3D), 금형 제작 지원 - 금형지원 최대 6개 제품 (제품당 최대 1,650만원 상당 제작 지원)",중소기업,전국,기술,2026-08-26 ~ 2026-09-10,한국전자정보통신산업진흥회,BIZINFO:PBLN_000000000125850
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,2026년 디지털커머스 전문기관(소담스퀘어 in 광주) 모집 공고,"소상공인 디지털 콘텐츠 제작 및 온라인시장 진출을 위해 필요한 장비ㆍ시설을 구축하고 전문인력, 사업지원 등을 통한 소상공인 디지털 전환 촉진을 위한 사업입니다. ☞ 소상공인 ☞ 라이브&V커머스 제작, 디지털 전환 기초 역량강화, 디지털 콘텐츠 제작&홍보, 온라인 플랫폼 입점 지원, 디지털 커머스 역량 강화 교육, 현장 라이브커머스 등 지원",소상공인,전국,내수,2026-02-09 ~ 2026-12-31,한국중소벤처기업유통원,BIZINFO:PBLN_000000000118556
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,2026년 5차 소상공인 온라인쇼핑몰 판매지원(온라인쇼핑몰ㆍ로컬상품관) 참여기업 모집 공고,"소상공인의 온라인시장 진출 및 판로 지원을 위한「2026년 소상공인 온라인쇼핑몰 판매지원사업」참여기업 5차 모집을 다음과 같이 공고하오니, 많은 참여를 바랍니다. ☞「소상공인기본법」 제2조에 따른 소상공인 ☞ 온라인쇼핑몰 판매, 로컬상품관 입점 지원 - 온라인쇼핑몰 판매 : 온라인 플랫폼 내 단독딜 및 소상공인 전용 기획전 노출 지원 - 로컬상품관 입점지원 : 지방정부 지역몰 내 로컬상품관 개설 및 상품 판매ㆍ마케팅 지원",소상공인,전국,내수,상시 접수,한국중소벤처기업유통원,BIZINFO:PBLN_000000000126060
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,[서울ㆍ경기ㆍ인천ㆍ강원] 2026년 중소기업 AI활용 도입을 위한 AI훈련 참여기업 모집 공고,"중소기업의 AI 역량 강화부터 실무 적용까지 전 과정을 지원하는 맞춤형 AI 도입 훈련 프로그램,「2026년 중소기업 AI 훈련 참여기업 모집」을 다음과 같이 공고하오니, 본 사업에 참여를 원하는 기업은 신청하여 주시기 바랍니다. ☞ AI 활용ㆍ도입 수요가 있는 중소기업 ※ 상시근로자 20인 이상 기업 우선 지원(단, AI기반 스타트업 등의 경우에는 20인 미만도 가능) ☞ 컨설팅 비용 100% , 기업당 최대 783만원, 실무 중심 AI 프로젝트 교육 지원 ※ 자세한 지원내용 공고문 참조",중소기업,"서울, 인천, 경기, 강원",경영,예산 소진시까지,대한상공회의소,BIZINFO:PBLN_000000000123596
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,[충북] 2026년 한방바이오제천몰 웹상세페이지 제작 지원사업 공고,"한방천연물 브랜드 경쟁력 강화 및 온라인 판매 활성화를 위하여 추진하는 「2026년 한방바이오제천몰 웹상세페이지 제작 지원사업」을 통해 입접기업 제품의 정보 전달력과 상품 경쟁력을 향상시키고자 다음과 같이 공고하오니 한방바이오제천몰 입접기업의 많은 신청 바랍니다. ☞ 한방바이오제천몰 입점기업(※ 신규 입점 예정기업 포함) ☞ 제품별 웹상세페이지 신규 제작 또는 리뉴얼, GIF(움직이는 이미지) 등 시각 콘텐츠 제작, 모바일 최적화 및 반응형 웹 디자인 지원 - 기업당 최대 2개 제품, 제품당 제작비 40만원 내외 총사업비 범위 내 지원",중소기업,충북,내수,예산 소진시까지,제천한방천연물산업진흥재단,BIZINFO:PBLN_000000000124402
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,2026년 디지털커머스 전문기관(소담스퀘어 in 부산) 제품사진 촬영지원 참가기업 모집 공고,"소상공인 온라인 판로확대 및 활성화를 위한「2026년 제품사진 촬영 지원」을 아래와 같이 공고하오니 많은 관심과 참여 바랍니다. ☞ 국내에 사업자를 둔 소상공인 ☞ 온라인 제품 상세페이지에 활용되는 제품사진 촬영, 누끼샷, 다각도 촬영 기법 등을 활용한 촬영 원본/편집본 지원",소상공인,전국,경영,2026-07-01 ~ 2026-09-30,부산경제진흥원,BIZINFO:PBLN_000000000125603
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,[경기] 고양시 2026년 투자 레벨업 프로그램 NEXT ROUND 모집 공고,"고양산업진흥원은 고양시 유망 기업의 투자 경쟁력 강화를 위해 「고양시 투자 레벨업 프로그램 NEXT ROUND」 사업 참가기업을 아래와 같이 모집하오니, 많은 관심과 참여 바랍니다. ☞ 투자유치를 희망하는 고양시 소재(지사, 연구소 포함) 기업 - AI, ICT, 바이오, 콘텐츠, 제조 등 기술 기반 제품ㆍ서비스를 보유한 기술창업 분야 기업 ※ 창업 연차 제한 없음 ☞ 공유 좌석 이용, 기초 교육, 투자 역량 진단, IR 피치덱 고도화, 피칭영상 제작 및 피드백, IR 피칭 행사 참여 기회 제공 등 지원 - 지원분야 : 국내 투자유치 희망 / 해외 투자유치 희망 ※ 자세한 지원내용 공고문 참조",창업벤처,경기,창업,2026-08-20 ~ 2026-09-09,고양산업진흥원,BIZINFO:PBLN_000000000125718
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,AI기반 Age-Tech 산업 중심의 디지털의료제품 지원 바이오데이터 및 알고리즘 실증 기술서비스 모집 상시 공고(산업혁신기반구축ㆍ2차년도),"산업혁신기반구축 과제로 지원하는「AI기반 Age-Tech 산업 중심의 디지털의료제품 지원 바이오데이터 및 알고리즘 실증 기반구축」기술서비스의 참여기업을 아래와 같이 모집하오니, 관심있는 기업들의 많은 신청 바랍니다. ☞ 국내 AI 기반 Age-Tech 관련 기업(국내 의료기기 제조기업 및 AI 디지털의료제품 대상) ☞ 인공지능 알고리즘 성능평가, 디지털 의료제품 관련 SW 밸리데이션 기술지도 지원 ※ 자세한 지원내용 공고문 참조",중소기업,전국,기술,상시 접수,한국산업기술시험원,BIZINFO:PBLN_000000000123203
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,2026 디지털커머스 전문기관(소담스퀘어 in 전남) 지원사업 공고,"소상공인의 온라인시장 진출 촉진 및 판로 지원을 위한 2026년 디지털커머스 전문기관(소담스퀘어 전주) 소상공인 지원프로그램을 다음과 같이 안내드리오니 많은 관심과 참여부탁드립니다. ☞ 디지털전환이 필요한 소상공인 ☞ 디지털콘텐츠 제작, 업종별 특성에 맞는 콘텐츠 제작(사진촬영ㆍ상세페이지ㆍSNS 숏폼 콘텐츠) 지원 - 스튜디오 및 현장 라이브커머스 제작, 라이브커머스 제작ㆍ송출, 호스트 섭외, 남도장터 플랫폼 입점 지원 - 남도장터 및 남도장터 제휴몰 온라인 기획전, 소담스퀘어 전용 기획관 입점, 할인 프로모션(할인 쿠폰 및 홍보) 지원",소상공인,전국,내수,예산 소진시까지,전남정보문화산업진흥원,BIZINFO:PBLN_000000000123926
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,[경북] 구미시 2026년 소상공인 로컬팩(Local Pack) 지원사업 로컬 크리에이터 팝업전 참여자 모집 공고,"구미 지역 로컬 크리에이터 및 소상공인 제품의 판로 확대를 위해「(가칭)픽앤로컬」팝업전을 추진하고자 하오니, 참여를 희망하는 기업의 많은 신청 바랍니다. ☞ 구미시 로컬 크리에이터 및 사업 취지에 부합하는 제품을 보유한 소상공인 - 모집품목 : 굿즈, 공예품, 생활소비재, 패션잡화, 디자인 상품, 관광 기념품 등 백화점(쇼핑몰) 팝업 판매가 가능한 제품 ☞ 백화점(쇼핑몰) 팝업전 내 제품 전시ㆍ판매 공간 구성, 제품 진열, 현장 판매, 고객 응대 등 팝업 운영, 제품 홍보 콘텐츠 제작 및 온ㆍ오프라인 홍보, 참여기업 제품 및 브랜드 홍보 지원 ※ 자세한 지원내용 공고문 참조",소상공인,경북,경영,2026-08-26 ~ 2026-09-09,구미전자정보기술원,BIZINFO:PBLN_000000000126003
Q01,dev,서울 서초구에서 온라인 판매가 가능한 제품을 보유한 소상공인인데 AI 홍보 콘텐츠 제작 비용이나 제작 서비스를 지원받고 싶어,,,,2026 디지털커머스 전문기관(소담스퀘어 in 전주) 소상공인 지원 프로그램 지원대상 모집 공고,"소상공인의 온라인시장 진출 촉진 및 판로 지원을 위한 2026년 디지털커머스 전문기관(소담스퀘어 전주) 소상공인 지원프로그램을 다음과 같이 안내드리오니 많은 관심과 참여부탁드립니다. ☞ 디지털전환이 필요한 소상공인 ☞ (준비참여단계) AI 마케팅 콘텐츠 제작 교육, 숏폼 제작 실습 교육, 라이브커머스 운영 교육, 1:1 컨설팅 등 지원 - (실행판매단계) 제품 상세페이지 제작, 온라인 플랫폼 입점, 맞춤형 홍보영상 제작 등 지원 - (라이브커머스) 소담스퀘어 스튜디오, 전주 맛배달 입점 연계, 지역 행사 연계 등 지원",소상공인,전국,내수,2026-04-29 ~ 2026-12-31,전주정보문화산업진흥원,BIZINFO:PBLN_000000000121478
